datetime,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
2021-05-25 15:00:47.928831,215.0,Solomon Islands,20,, ,,20,,0,,28,,"4,500","6,412","701,857 ",Australia/Oceania,"35,093",,156.0,,,
2021-05-25 15:00:47.928831,216.0,Western Sahara,10,,1 ,,8,,1,,16,2,,,"610,394 ",Africa,"61,039","610,394",,,,2
2021-05-25 15:00:47.928831,217.0,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,
2021-05-25 15:00:47.928831,218.0,Vanuatu,4,,1 ,,3,,0,,13,3,"23,000","73,359","313,528 ",Australia/Oceania,"78,382","313,528",14.0,,,
2021-05-25 15:00:47.928831,219.0,Marshall Islands,4,, ,,4,,0,,67,,,,"59,547 ",Australia/Oceania,"14,887",,,,,
2021-05-25 15:00:47.928831,220.0,Samoa,3,, ,,3,,0,,15,,,,"199,593 ",Australia/Oceania,"66,531",,,,,
2021-05-25 15:00:47.928831,221.0,Saint Helena,2,, ,,2,,0,,328,,,,"6,093 ",Africa,"3,047",,,,,
2021-05-25 15:00:47.928831,222.0,Micronesia,1,, ,,1,,0,,9,,,,"116,100 ",Australia/Oceania,"116,100",,,,,
2021-05-25 15:00:47.928831,1.0,China,"90,973",+19,"4,636 ",,"86,022",+5,315,3,63,3,"160,000,000","111,163","1,439,323,776 ",Asia,"15,821","310,467",9.0,0.01,,0.2
2021-05-25 15:00:47.928831,2.0,USA,"33,903,071","+16,434","604,091 ",+231,"27,503,231","+31,492","5,795,749","6,979","101,891","1,816","473,321,996","1,422,504","332,738,490 ",North America,10,551,1.0,49,0.7,"17,418"
2021-05-25 15:00:47.928831,3.0,India,"26,751,681","+222,835","303,751 ","+4,455","23,720,919","+302,396","2,727,011","8,944","19,216",218,"328,607,937","236,048","1,392,123,725 ",Asia,52,"4,583",4.0,160,3.0,"1,959"
2021-05-25 15:00:47.928831,4.0,Brazil,"16,083,573","+36,134","449,185 ",+894,"14,492,167","+29,735","1,142,221","8,318","75,188","2,100","49,013,934","229,133","213,910,194 ",South America,13,476,4.0,169,4.0,"5,340"
2021-05-25 15:00:47.928831,5.0,France,"5,603,666","+9,704","108,596 ",+70,"5,199,310","+3,440","295,760","3,515","85,679","1,660","82,691,176","1,264,337","65,402,812 ",Europe,12,602,1.0,148,1.0,"4,522"
2021-05-25 15:00:47.928831,6.0,Turkey,"5,186,487","+7,839","46,268 ",+197,"5,024,313","+11,202","115,906","1,843","60,910",543,"52,377,678","615,126","85,149,488 ",Asia,16,"1,840",2.0,92,2.0,"1,361"
2021-05-25 15:00:47.928831,7.0,Russia,"5,001,505","+8,951","118,482 ",+357,"4,617,762","+7,297","265,261","2,300","34,259",812,"135,700,000","929,512","145,990,507 ",Europe,29,"1,232",1.0,61,2.0,"1,817"
2021-05-25 15:00:47.928831,8.0,UK,"4,462,461","+2,235","127,721 ",+5,"4,301,451","+1,562","33,289",123,"65,427","1,873","175,990,353","2,580,315","68,204,982 ",Europe,15,534,0.0,33,0.07,488
2021-05-25 15:00:47.928831,9.0,Italy,"4,192,182","+3,994","125,225 ",+72,"3,785,866","+6,573","281,091","1,410","69,427","2,074","64,558,486","1,069,165","60,382,159 ",Europe,14,482,1.0,66,1.0,"4,655"
2021-05-25 15:00:47.928831,10.0,Germany,"3,654,201","+1,182","87,973 ",+13,"3,397,100","+9,300","169,128","3,477","43,490","1,047","59,197,639","704,535","84,023,708 ",Europe,23,955,1.0,14,0.2,"2,013"
2021-05-25 15:00:47.928831,11.0,Spain,"3,643,896","+4,431","79,680 ",+30,"3,388,967","+11,701","175,249","1,655","77,909","1,704","48,928,535","1,046,130","46,770,998 ",Europe,13,587,1.0,95,0.6,"3,747"
2021-05-25 15:00:47.928831,12.0,Argentina,"3,539,484","+24,801","74,063 ",+375,"3,106,949","+23,651","358,472","6,214","77,678","1,625","13,187,035","289,403","45,566,304 ",South America,13,615,3.0,544,8.0,"7,867"
2021-05-25 15:00:47.928831,13.0,Colombia,"3,232,456","+21,669","84,724 ",+496,"3,026,277","+15,043","121,455","6,582","62,928","1,649","16,378,496","318,851","51,367,216 ",South America,16,606,3.0,422,10.0,"2,364"
2021-05-25 15:00:47.928831,14.0,Poland,"2,865,622","+1,075","72,928 ",+46,"2,624,724","+3,038","167,970","1,138","75,791","1,929","15,548,433","411,231","37,809,471 ",Europe,13,518,2.0,28,1.0,"4,443"
2021-05-25 15:00:47.928831,15.0,Iran,"2,832,518","+8,631","78,597 ",+216,"2,333,789","+14,043","420,132","4,855","33,342",925,"18,932,896","222,865","84,952,366 ",Asia,30,"1,081",4.0,102,3.0,"4,946"
2021-05-25 15:00:47.928831,16.0,Mexico,"2,395,330","+2,586","221,597 ",+341,"1,912,690","+3,503","261,043","4,798","18,405","1,703","6,937,483","53,307","130,142,521 ",North America,54,587,19.0,20,3.0,"2,006"
2021-05-25 15:00:47.928831,17.0,Ukraine,"2,182,521","+2,533","49,368 ",+89,"1,950,562","+8,937","182,591",177,"50,175","1,135","9,997,488","229,838","43,498,056 ",Europe,20,881,4.0,58,2.0,"4,198"
2021-05-25 15:00:47.928831,18.0,Peru,"1,925,289","+4,438","68,053 ",+246,"1,720,665",,"136,571","2,669","57,675","2,039","12,482,876","373,945","33,381,597 ",South America,17,491,3.0,133,7.0,"4,091"
2021-05-25 15:00:47.928831,19.0,Indonesia,"1,775,220","+5,280","49,328 ",+123,"1,633,045","+3,550","92,847",,"6,429",179,"16,080,678","58,241","276,106,612 ",Asia,156,"5,597",17.0,19,0.4,336
2021-05-25 15:00:47.928831,20.0,Czechia,"1,657,886",+333,"30,026 ",+9,"1,612,751",+46,"15,109",162,"154,556","2,799","22,860,689","2,131,181","10,726,768 ",Europe,6,357,0.0,31,0.8,"1,409"
2021-05-25 15:00:47.928831,21.0,South Africa,"1,635,465","+2,894","55,802 ",+30,"1,539,395","+1,965","40,268",546,"27,269",930,"11,354,930","189,324","59,976,056 ",Africa,37,"1,075",5.0,48,0.5,671
2021-05-25 15:00:47.928831,22.0,Netherlands,"1,626,232","+3,422","17,542 ",+6,"1,427,528","+9,192","181,162",586,"94,720","1,022","13,797,380","803,630","17,168,813 ",Europe,11,979,1.0,199,0.3,"10,552"
2021-05-25 15:00:47.928831,23.0,Canada,"1,359,180","+3,415","25,231 ",+28,"1,280,155","+5,491","53,794","1,344","35,732",663,"33,979,043","893,296","38,037,842 ",North America,28,"1,508",1.0,90,0.7,"1,414"
2021-05-25 15:00:47.928831,24.0,Chile,"1,329,918","+6,505","28,518 ",+132,"1,259,080","+6,110","42,320","2,980","69,041","1,480","14,348,965","744,904","19,262,832 ",South America,14,675,1.0,338,7.0,"2,197"
2021-05-25 15:00:47.928831,25.0,Philippines,"1,179,733","+3,004","19,944 ",+31,"1,109,140","+6,670","50,649","1,819","10,639",180,"12,998,227","117,225","110,882,462 ",Asia,94,"5,560",9.0,27,0.3,457
2021-05-25 15:00:47.928831,26.0,Iraq,"1,167,940","+3,791","16,190 ",+32,"1,081,843","+5,039","69,907",474,"28,469",395,"10,121,408","246,711","41,025,396 ",Asia,35,"2,534",4.0,92,0.8,"1,704"
2021-05-25 15:00:47.928831,27.0,Romania,"1,075,543",+307,"29,941 ",+56,"1,032,888","+1,283","12,714",590,"56,245","1,566","8,865,980","463,640","19,122,546 ",Europe,18,639,2.0,16,3.0,665
2021-05-25 15:00:47.928831,28.0,Sweden,"1,058,341",,"14,366 ",,"929,372","+5,859","114,603",253,"104,213","1,415","9,762,557","961,300","10,155,577 ",Europe,10,707,1.0,,,"11,285"
2021-05-25 15:00:47.928831,29.0,Belgium,"1,047,128","+2,516","24,823 ",+14,"935,360","+8,483","86,945",540,"90,000","2,134","13,598,015","1,168,741","11,634,750 ",Europe,11,469,1.0,216,1.0,"7,473"
2021-05-25 15:00:47.928831,30.0,Pakistan,"900,552","+3,084","20,251 ",+74,"817,681","+3,826","62,620","4,392","4,008",90,"12,779,296","56,870","224,711,695 ",Asia,250,"11,096",18.0,14,0.3,279
2021-05-25 15:00:47.928831,31.0,Portugal,"845,224",+413,"17,017 ",,"805,692",+226,"22,515",58,"83,109","1,673","11,431,350","1,124,020","10,170,058 ",Europe,12,598,1.0,41,,"2,214"
2021-05-25 15:00:47.928831,32.0,Israel,"839,319",+11,"6,404 ",+7,"832,405",+54,510,59,"89,998",687,"14,530,135","1,558,024","9,326,000 ",Asia,11,"1,456",1.0,1,0.8,55
2021-05-25 15:00:47.928831,33.0,Hungary,"802,088",+416,"29,519 ",+44,"668,820","+3,268","103,749",185,"83,218","3,063","5,734,447","594,961","9,638,364 ",Europe,12,327,2.0,43,5.0,"10,764"
2021-05-25 15:00:47.928831,34.0,Bangladesh,"789,080","+1,354","12,376 ",+28,"730,697",+899,"46,007","1,213","4,749",74,"5,820,612","35,031","166,154,937 ",Asia,211,"13,426",29.0,8,0.2,277
2021-05-25 15:00:47.928831,35.0,Jordan,"730,546",+840,"9,368 ",+11,"710,608",+163,"10,570",637,"70,971",910,"7,118,897","691,584","10,293,610 ",Asia,14,"1,099",1.0,82,1.0,"1,027"
2021-05-25 15:00:47.928831,36.0,Japan,"714,819","+5,586","12,250 ",+98,"634,103","+5,581","68,466","1,304","5,667",97,"13,744,292","108,970","126,129,376 ",Asia,176,"10,296",9.0,44,0.8,543
2021-05-25 15:00:47.928831,37.0,Serbia,"709,939",+266,"6,777 ",+11,"687,707","+1,290","15,455",66,"81,548",778,"4,077,396","468,353","8,705,814 ",Europe,12,"1,285",2.0,31,1.0,"1,775"
2021-05-25 15:00:47.928831,38.0,Switzerland,"687,353",,"10,776 ",+1,"633,592","+1,093","42,985",151,"78,905","1,237","7,460,843","856,465","8,711,201 ",Europe,13,808,1.0,,0.1,"4,934"
2021-05-25 15:00:47.928831,39.0,Austria,"641,380",+504,"10,546 ",+5,"622,889",+891,"7,945",236,"70,852","1,165","38,877,709","4,294,761","9,052,357 ",Europe,14,858,0.0,56,0.6,878
2021-05-25 15:00:47.928831,40.0,UAE,"556,107","+1,591","1,651 ",+3,"536,050","+1,569","18,406",,"55,627",165,"48,607,275","4,862,153","9,997,069 ",Asia,18,"6,055",0.0,159,0.3,"1,841"
2021-05-25 15:00:47.928831,41.0,Lebanon,"538,518",+300,"7,677 ",+7,"508,930",,"21,911",238,"79,217","1,129","4,291,414","631,273","6,798,035 ",Asia,13,886,2.0,44,1.0,"3,223"
2021-05-25 15:00:47.928831,42.0,Morocco,"517,023",+211,"9,122 ",+3,"505,228",+178,"2,673",95,"13,861",245,"6,439,348","172,632","37,301,108 ",Africa,72,"4,089",6.0,6,0.08,72
2021-05-25 15:00:47.928831,43.0,Nepal,"513,241","+7,598","6,346 ",+193,"391,348","+7,664","115,547",,"17,337",214,"2,916,468","98,517","29,603,689 ",Asia,58,"4,665",10.0,257,7.0,"3,903"
2021-05-25 15:00:47.928831,44.0,Malaysia,"512,091","+6,976","2,248 ",+49,"452,821","+3,587","57,022",681,"15,643",69,"11,206,334","342,324","32,736,072 ",Asia,64,"14,562",3.0,213,1.0,"1,742"
2021-05-25 15:00:47.928831,45.0,Saudi Arabia,"440,914","+1,067","7,249 ",+12,"424,690",+895,"8,975","1,344","12,491",205,"18,526,414","524,868","35,297,285 ",Asia,80,"4,869",2.0,30,0.3,254
2021-05-25 15:00:47.928831,46.0,Ecuador,"418,851","+1,011","20,193 ",+13,"354,499",,"44,159",580,"23,423","1,129","1,397,765","78,166","17,881,956 ",South America,43,886,13.0,57,0.7,"2,469"
2021-05-25 15:00:47.928831,47.0,Bulgaria,"416,646",+81,"17,496 ",+9,"373,385",+183,"25,765",402,"60,370","2,535","2,749,884","398,447","6,901,504 ",Europe,17,394,3.0,12,1.0,"3,733"
2021-05-25 15:00:47.928831,48.0,Greece,"389,804",+875,"11,772 ",+38,"352,207",,"25,825",569,"37,563","1,134","9,187,642","885,352","10,377,393 ",Europe,27,882,1.0,84,4.0,"2,489"
2021-05-25 15:00:47.928831,49.0,Slovakia,"388,835",+116,"12,292 ",+6,"373,189",+74,"3,354",125,"71,189","2,250","2,798,074","512,279","5,462,011 ",Europe,14,444,2.0,21,1.0,614
2021-05-25 15:00:47.928831,50.0,Belarus,"386,025","+1,252","2,771 ",+10,"376,453","+1,599","6,801",,"40,864",293,"6,211,780","657,572","9,446,539 ",Europe,24,"3,409",2.0,133,1.0,720
2021-05-25 15:00:47.928831,51.0,Panama,"374,121",+347,"6,331 ",+3,"361,903",+371,"5,887",105,"85,507","1,447","2,584,254","590,643","4,375,324 ",North America,12,691,2.0,79,0.7,"1,346"
2021-05-25 15:00:47.928831,52.0,Kazakhstan,"373,182","+2,167","3,767 ",,"335,938","+3,353","33,477",221,"19,665",199,"10,989,671","579,099","18,977,195 ",Asia,51,"5,038",2.0,114,,"1,764"
2021-05-25 15:00:47.928831,53.0,Croatia,"353,986",+251,"7,903 ",+20,"342,202",+711,"3,881",123,"86,707","1,936","1,970,997","482,785","4,082,555 ",Europe,12,517,2.0,61,5.0,951
2021-05-25 15:00:47.928831,54.0,Bolivia,"348,187","+2,117","13,910 ",+53,"280,869","+1,524","53,408",200,"29,470","1,177","1,377,276","116,569","11,815,082 ",South America,34,849,9.0,179,4.0,"4,520"
2021-05-25 15:00:47.928831,55.0,Georgia,"337,573",+733,"4,622 ",+20,"318,599","+1,530","14,352",,"84,768","1,161","4,751,763","1,193,219","3,982,305 ",Asia,12,862,1.0,184,5.0,"3,604"
2021-05-25 15:00:47.928831,56.0,Tunisia,"335,345","+1,246","12,236 ",+54,"295,789",+619,"27,320",445,"28,112","1,026","1,430,192","119,891","11,929,063 ",Africa,36,975,8.0,104,5.0,"2,290"
2021-05-25 15:00:47.928831,57.0,Paraguay,"332,971","+2,514","8,360 ",+125,"274,920","+2,199","49,691",564,"46,177","1,159","1,237,620","171,636","7,210,739 ",South America,22,863,6.0,349,17.0,"6,891"
2021-05-25 15:00:47.928831,58.0,Azerbaijan,"332,454",+219,"4,860 ",+9,"320,708",+717,"6,886",,"32,527",475,"3,453,244","337,863","10,220,831 ",Asia,31,"2,103",3.0,21,0.9,674
2021-05-25 15:00:47.928831,59.0,Palestine,"305,201",,"3,459 ",,"297,201",,"4,541",59,"58,615",664,"1,800,908","345,871","5,206,876 ",Asia,17,"1,505",3.0,,,872
2021-05-25 15:00:47.928831,60.0,Costa Rica,"303,390","+1,726","3,820 ",+23,"230,635","+1,273","68,935",522,"59,075",744,"1,153,337","224,573","5,135,678 ",North America,17,"1,344",4.0,336,4.0,"13,423"
2021-05-25 15:00:47.928831,61.0,Kuwait,"299,215",+992,"1,734 ",+10,"285,118","+1,166","12,363",153,"69,152",401,"2,525,643","583,708","4,326,898 ",Asia,14,"2,495",2.0,229,2.0,"2,857"
2021-05-25 15:00:47.928831,62.0,Dominican Republic,"283,729","+1,044","3,606 ",,"235,814",+178,"44,309",324,"25,923",329,"1,512,067","138,150","10,945,075 ",North America,39,"3,035",7.0,95,,"4,048"
2021-05-25 15:00:47.928831,63.0,Denmark,"273,494",+835,"2,508 ",+1,"257,387",+852,"13,599",20,"47,069",432,"51,129,032","8,799,487","5,810,456 ",Europe,21,"2,317",0.0,144,0.2,"2,340"
2021-05-25 15:00:47.928831,64.0,Lithuania,"270,861",+471,"4,186 ",+12,"247,662",+237,"19,013",160,"100,761","1,557","3,228,260","1,200,923","2,688,150 ",Europe,10,642,1.0,175,4.0,"7,073"
2021-05-25 15:00:47.928831,65.0,Ethiopia,"269,194",+293,"4,076 ",+8,"228,757","+1,677","36,361",495,"2,291",35,"2,687,134","22,870","117,494,696 ",Africa,436,"28,826",44.0,2,0.07,309
2021-05-25 15:00:47.928831,66.0,Uruguay,"265,098","+3,089","3,871 ",+60,"227,531","+2,744","33,696",495,"76,079","1,111","2,113,069","606,419","3,484,504 ",South America,13,900,2.0,886,17.0,"9,670"
2021-05-25 15:00:47.928831,67.0,Ireland,"258,705",+438,"4,941 ",,"240,802",+433,"12,962",43,"51,876",991,"4,729,538","948,367","4,987,034 ",Europe,19,"1,009",1.0,88,,"2,599"
2021-05-25 15:00:47.928831,68.0,Moldova,"254,676",+75,"6,075 ",+3,"246,570",+238,"2,031",109,"63,265","1,509","1,075,720","267,222","4,025,560 ",Europe,16,663,4.0,19,0.7,505
2021-05-25 15:00:47.928831,69.0,Egypt,"253,835","+1,145","14,721 ",+51,"186,678",+455,"52,436",90,"2,439",141,"2,715,258","26,095","104,053,447 ",Africa,410,"7,068",38.0,11,0.5,504
2021-05-25 15:00:47.928831,70.0,Slovenia,"251,690",+159,"4,353 ",+4,"241,735",+287,"5,602",96,"121,052","2,094","1,255,096","603,645","2,079,194 ",Europe,8,478,2.0,76,2.0,"2,694"
2021-05-25 15:00:47.928831,71.0,Guatemala,"247,454",+348,"8,000 ",+4,"227,600",+781,"11,854",5,"13,588",439,"1,382,567","75,920","18,210,768 ",North America,74,"2,276",13.0,19,0.2,651
2021-05-25 15:00:47.928831,72.0,Honduras,"232,141",+581,"6,143 ",+10,"83,625",+119,"142,373",536,"23,110",612,"698,674","69,554","10,045,048 ",North America,43,"1,635",14.0,58,1.0,"14,173"
2021-05-25 15:00:47.928831,73.0,Venezuela,"223,345","+1,293","2,513 ",+14,"206,921","+1,346","13,911",316,"7,874",89,"3,359,014","118,426","28,363,718 ",South America,127,"11,287",8.0,46,0.5,490
2021-05-25 15:00:47.928831,74.0,Armenia,"221,948",+68,"4,392 ",+6,"211,057",+222,"6,499",,"74,775","1,480","1,060,108","357,155","2,968,202 ",Asia,13,676,3.0,23,2.0,"2,190"
2021-05-25 15:00:47.928831,75.0,Bahrain,"218,047","+3,177",820 ,+11,"194,885","+1,548","22,342",186,"124,317",468,"4,489,530","2,559,649","1,753,963 ",Asia,8,"2,139",0.0,"1,811",6.0,"12,738"
2021-05-25 15:00:47.928831,76.0,Qatar,"215,443",+283,544 ,+1,"210,942",+353,"3,957",150,"76,730",194,"1,995,242","710,606","2,807,805 ",Asia,13,"5,161",1.0,101,0.4,"1,409"
2021-05-25 15:00:47.928831,77.0,Oman,"210,364",,"2,265 ",+9,"194,950","+1,977","13,149",238,"40,284",434,"1,550,000","296,819","5,222,037 ",Asia,25,"2,306",3.0,,2.0,"2,518"
2021-05-25 15:00:47.928831,78.0,Bosnia and Herzegovina,"203,336",+83,"9,131 ",+14,"172,005",,"22,200",,"62,325","2,799","954,240","292,486","3,262,511 ",Europe,16,357,3.0,25,4.0,"6,805"
2021-05-25 15:00:47.928831,79.0,Libya,"183,311",+412,"3,111 ",+6,"169,945",+212,"10,255",,"26,358",447,"1,002,701","144,177","6,954,656 ",Africa,38,"2,236",7.0,59,0.9,"1,475"
2021-05-25 15:00:47.928831,80.0,Kenya,"168,432",+324,"3,059 ",+10,"114,537",+85,"50,836",121,"3,072",56,"1,781,426","32,493","54,825,060 ",Africa,326,"17,923",31.0,6,0.2,927
2021-05-25 15:00:47.928831,81.0,Nigeria,"166,019",+40,"2,067 ",,"156,476",+8,"7,476",11,788,10,"2,002,653","9,506","210,680,806 ",Africa,"1,269","101,926",105.0,0.2,,35
2021-05-25 15:00:47.928831,82.0,Sri Lanka,"164,201","+2,959","1,210 ",+32,"128,607","+1,612","34,384",,"7,640",56,"3,277,624","152,493","21,493,581 ",Asia,131,"17,763",7.0,138,1.0,"1,600"
2021-05-25 15:00:47.928831,83.0,North Macedonia,"155,057",+29,"5,311 ",+15,"146,869",+69,"2,877",25,"74,429","2,549","776,674","372,810","2,083,297 ",Europe,13,392,3.0,14,7.0,"1,381"
2021-05-25 15:00:47.928831,84.0,Myanmar,"143,234",+6,"3,216 ",,"132,194",+17,"7,824",,"2,617",59,"2,610,747","47,697","54,735,922 ",Asia,382,"17,020",21.0,0.1,,143
2021-05-25 15:00:47.928831,85.0,S. Korea,"135,929",+585,"1,931 ",+5,"125,881",+849,"8,117",149,"2,649",38,"9,536,299","185,861","51,308,699 ",Asia,377,"26,571",5.0,11,0.1,158
2021-05-25 15:00:47.928831,86.0,Cuba,"133,053","+1,221",877 ,+14,"125,236","+1,216","6,940",136,"11,753",77,"4,150,241","366,615","11,320,422 ",North America,85,"12,908",3.0,108,1.0,613
2021-05-25 15:00:47.928831,87.0,Albania,"132,209",+33,"2,444 ",+2,"128,732",+131,"1,033",18,"45,986",850,"698,946","243,113","2,874,982 ",Europe,22,"1,176",4.0,11,0.7,359
2021-05-25 15:00:47.928831,88.0,Latvia,"130,945",+233,"2,326 ",+3,"121,123",,"7,496",81,"70,119","1,246","2,578,685","1,380,846","1,867,468 ",Europe,14,803,1.0,125,2.0,"4,014"
2021-05-25 15:00:47.928831,89.0,Thailand,"129,500","+3,382",776 ,+17,"84,535","+2,131","44,189","1,228","1,851",11,"8,124,896","116,142","69,956,760 ",Asia,540,"90,150",9.0,48,0.2,632
2021-05-25 15:00:47.928831,90.0,Estonia,"128,592",+103,"1,240 ",,"120,886",+261,"6,466",31,"96,880",934,"1,392,617","1,049,184","1,327,334 ",Europe,10,"1,070",1.0,78,,"4,871"
2021-05-25 15:00:47.928831,91.0,Algeria,"126,860",+209,"3,418 ",+7,"88,346",+138,"35,096",18,"2,847",77,"230,861","5,181","44,556,476 ",Africa,351,"13,036",193.0,5,0.2,788
2021-05-25 15:00:47.928831,92.0,Norway,"122,414",+451,781 ,,"88,952",,"32,681",21,"22,424",143,"5,507,549","1,008,869","5,459,130 ",Europe,45,"6,990",1.0,83,,"5,986"
2021-05-25 15:00:47.928831,93.0,Kyrgyzstan,"102,511",+325,"1,751 ",+8,"95,811",+365,"4,949",86,"15,485",264,"1,091,035","164,805","6,620,139 ",Asia,65,"3,781",6.0,49,1.0,748
2021-05-25 15:00:47.928831,94.0,Montenegro,"99,248",+45,"1,574 ",+2,"96,604",+61,"1,070",60,"158,004","2,506","403,862","642,952","628,137 ",Europe,6,399,2.0,72,3.0,"1,703"
2021-05-25 15:00:47.928831,95.0,Uzbekistan,"98,451",+287,680 ,,"93,930",+297,"3,841",23,"2,904",20,"1,377,915","40,644","33,901,844 ",Asia,344,"49,856",25.0,8,,113
2021-05-25 15:00:47.928831,96.0,Ghana,"93,620",+37,783 ,,"91,581",+70,"1,256",7,"2,958",25,"1,143,933","36,143","31,650,226 ",Africa,338,"40,422",28.0,1,,40
2021-05-25 15:00:47.928831,97.0,Zambia,"93,201",+95,"1,268 ",+1,"91,156",+54,777,51,"4,947",67,"1,511,541","80,226","18,841,066 ",Africa,202,"14,859",12.0,5,0.05,41
2021-05-25 15:00:47.928831,98.0,Finland,"91,526",+121,932 ,,"46,000",,"44,594",28,"16,496",168,"4,880,241","879,572","5,548,427 ",Europe,61,"5,953",1.0,22,,"8,037"
2021-05-25 15:00:47.928831,100.0,El Salvador,"72,529",+156,"2,216 ",+5,"67,510",,"2,803",22,"11,132",340,"968,755","148,685","6,515,480 ",North America,90,"2,940",7.0,24,0.8,430
2021-05-25 15:00:47.928831,101.0,Cyprus,"71,911",+75,354 ,+1,"66,557",+538,"5,000",42,"59,175",291,"6,284,278","5,171,326","1,215,216 ",Asia,17,"3,433",0.0,62,0.8,"4,114"
2021-05-25 15:00:47.928831,102.0,Mozambique,"70,590",+22,831 ,,"69,098",+253,661,21,"2,204",26,"545,343","17,024","32,032,886 ",Africa,454,"38,547",59.0,0.7,,21
2021-05-25 15:00:47.928831,103.0,Luxembourg,"69,607",,811 ,,"67,162",,"1,634",17,"109,608","1,277","2,822,476","4,444,452","635,056 ",Europe,9,783,0.0,,,"2,573"
2021-05-25 15:00:47.928831,104.0,Afghanistan,"66,275",+541,"2,812 ",+10,"56,035",+146,"7,428","1,124","1,669",71,"446,456","11,243","39,708,202 ",Asia,599,"14,121",89.0,14,0.3,187
2021-05-25 15:00:47.928831,105.0,Singapore,"61,824",+25,32 ,,"61,294",+17,498,3,"10,494",5,"11,064,019","1,877,974","5,891,466 ",Asia,95,"184,108",1.0,4,,85
2021-05-25 15:00:47.928831,106.0,Maldives,"55,924","+1,559",129 ,+6,"32,322",+510,"23,473",90,"101,860",235,"831,911","1,515,246","549,027 ",Asia,10,"4,256",1.0,"2,840",11.0,"42,754"
2021-05-25 15:00:47.928831,107.0,Namibia,"52,946",+234,765 ,+2,"49,213",+75,"2,968",52,"20,507",296,"421,684","163,323","2,581,899 ",Africa,49,"3,375",6.0,91,0.8,"1,150"
2021-05-25 15:00:47.928831,108.0,Mongolia,"52,470",+539,248 ,+4,"46,338",+485,"5,884",99,"15,779",75,"2,881,773","866,607","3,325,353 ",Asia,63,"13,409",1.0,162,1.0,"1,769"
2021-05-25 15:00:47.928831,109.0,Botswana,"51,620",,784 ,,"48,449",,"2,387",1,"21,563",327,"1,111,863","464,457","2,393,897  ",Africa,46,"3,053",2.0,,,997
2021-05-25 15:00:47.928831,110.0,Jamaica,"47,959",+60,917 ,+5,"23,986",+244,"23,056",13,"16,133",308,"365,701","123,019","2,972,731 ",North America,62,"3,242",8.0,20,2.0,"7,756"
2021-05-25 15:00:47.928831,111.0,Ivory Coast,"47,006",+64,298 ,,"46,364",+18,344,,"1,744",11,"619,741","22,988","26,958,865 ",Africa,574,"90,466",44.0,2,,13
2021-05-25 15:00:47.928831,112.0,Uganda,"43,734",+227,356 ,+6,"42,880",,498,24,930,8,"1,079,370","22,955","47,021,928 ",Africa,"1,075","132,084",44.0,5,0.1,11
2021-05-25 15:00:47.928831,113.0,Senegal,"41,090",+28,"1,132 ",+2,"39,758",+20,200,9,"2,398",66,"507,483","29,615","17,135,902 ",Africa,417,"15,138",34.0,2,0.1,12
2021-05-25 15:00:47.928831,114.0,Madagascar,"40,876",+96,800 ,+7,"39,255",+154,821,232,"1,443",28,"199,504","7,044","28,323,556 ",Africa,693,"35,404",142.0,3,0.2,29
2021-05-25 15:00:47.928831,115.0,Zimbabwe,"38,682",+3,"1,586 ",,"36,453",+8,643,1,"2,569",105,"459,484","30,519","15,055,901 ",Africa,389,"9,493",33.0,0.2,,43
2021-05-25 15:00:47.928831,116.0,Sudan,"35,189",+118,"2,595 ",+27,"27,949",,"4,645",,786,58,"232,965","5,205","44,759,706 ",Africa,"1,272","17,248",192.0,3,0.6,104
2021-05-25 15:00:47.928831,117.0,Malawi,"34,284",+10,"1,153 ",,"32,462",+144,669,9,"1,752",59,"243,176","12,426","19,569,163 ",Africa,571,"16,972",80.0,0.5,,34
2021-05-25 15:00:47.928831,118.0,Angola,"32,441",+292,725 ,+10,"26,778",+3,"4,938",11,961,21,"553,070","16,376","33,772,982 ",Africa,"1,041","46,583",61.0,9,0.3,146
2021-05-25 15:00:47.928831,119.0,DRC,"30,863",,779 ,,"27,603",,"2,481",,336,8,"157,353","1,711","91,976,824 ",Africa,"2,980","118,070",585.0,-1.21,,27
2021-05-25 15:00:47.928831,120.0,Malta,"30,504",+5,417 ,,"30,006",+8,81,,"68,921",942,"910,953","2,058,204","442,596 ",Europe,15,"1,061",0.0,11,,183
2021-05-25 15:00:47.928831,121.0,Australia,"30,011",+7,910 ,,"29,000",,101,1,"1,165",35,"17,823,921","691,814","25,764,022 ",Australia/Oceania,858,"28,312",1.0,0.3,,4
2021-05-25 15:00:47.928831,122.0,Cabo Verde,"29,334",+136,256 ,,"26,842",+185,"2,236",23,"52,253",456,"160,181","285,335","561,379 ",Africa,19,"2,193",4.0,242,,"3,983"
2021-05-25 15:00:47.928831,123.0,Rwanda,"26,688",+30,349 ,,"25,097",+130,"1,242",2,"2,016",26,"1,406,017","106,214","13,237,595 ",Africa,496,"37,930",9.0,2,,94
